cluster_id,variant,alpha_topic,beta_pattern,delta_redundancy,summary_words,run82_target_words,absolute_budget_mismatch_pct,concept_precision,concept_recall,concept_f1,concept_jaccard,entity_precision,entity_recall,entity_f1,entity_jaccard,relation_precision,relation_recall,relation_f1,relation_jaccard,exact_triple_precision,exact_triple_recall,exact_triple_f1,exact_triple_jaccard,soft_triple_precision,soft_triple_recall,soft_triple_f1,domain_accuracy,range_accuracy,domain_range_pair_accuracy,schema_violation_rate,node_retention,edge_retention,edge_jaccard,relation_type_retention,lcc_ratio,central_node_preservation_at10,candidate_concepts,candidate_entities,candidate_triples,candidate_nodes,candidate_edges
test_01822,no_topic,0.0,1.0,1.0,188,157,19.745222929936308,1.0,0.20610687022900764,0.34177215189873417,0.20610687022900764,1.0,0.3,0.4615384615384615,0.3,1.0,0.16216216216216217,0.27906976744186046,0.16216216216216217,1.0,0.16326530612244897,0.2807017543859649,0.16326530612244897,1.0,0.16326530612244897,0.2807017543859649,1.0,1.0,1.0,0.0,0.17647058823529413,0.16326530612244897,0.16326530612244897,0.16216216216216217,0.2857142857142857,0.3,27,27,8,12,8
test_01822,no_pattern,1.0,0.0,1.0,143,157,8.9171974522293,1.0,0.13740458015267176,0.24161073825503357,0.13740458015267176,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,1.0,0.16216216216216217,0.27906976744186046,0.16216216216216217,1.0,0.1836734693877551,0.3103448275862069,0.1836734693877551,1.0,0.1836734693877551,0.3103448275862069,1.0,1.0,1.0,0.0,0.19117647058823528,0.1836734693877551,0.1836734693877551,0.16216216216216217,0.42857142857142855,0.1,18,15,9,13,9
test_01822,no_redundancy,0.3,0.7,0.0,293,157,86.62420382165605,1.0,0.3053435114503817,0.4678362573099415,0.3053435114503817,1.0,0.4888888888888889,0.6567164179104478,0.4888888888888889,1.0,0.32432432432432434,0.489795918367347,0.32432432432432434,1.0,0.32653061224489793,0.4923076923076923,0.32653061224489793,1.0,0.32653061224489793,0.4923076923076923,1.0,1.0,1.0,0.0,0.3235294117647059,0.32653061224489793,0.32653061224489793,0.32432432432432434,0.42857142857142855,0.3,40,44,16,22,16
test_01837,full_run82,0.3,0.7,1.0,333,333,0.0,0.9811320754716981,0.3076923076923077,0.4684684684684685,0.3058823529411765,1.0,0.4507042253521127,0.6213592233009708,0.4507042253521127,1.0,0.2571428571428571,0.40909090909090906,0.2571428571428571,1.0,0.2631578947368421,0.4166666666666667,0.2631578947368421,1.0,0.2631578947368421,0.4166666666666667,0.9,1.0,0.9,0.09999999999999998,0.32142857142857145,0.2631578947368421,0.2631578947368421,0.2571428571428571,0.25,0.2,53,32,10,18,10
test_01837,no_topic,0.0,1.0,1.0,322,333,3.303303303303303,0.9811320754716981,0.3076923076923077,0.4684684684684685,0.3058823529411765,1.0,0.36619718309859156,0.5360824742268041,0.36619718309859156,1.0,0.22857142857142856,0.3720930232558139,0.22857142857142856,1.0,0.23684210526315788,0.38297872340425526,0.23684210526315788,1.0,0.23684210526315788,0.38297872340425526,1.0,1.0,1.0,0.0,0.2857142857142857,0.23684210526315788,0.23684210526315788,0.22857142857142856,0.25,0.3,53,26,9,16,9
test_01837,no_pattern,1.0,0.0,1.0,232,333,30.33033033033033,1.0,0.22485207100591717,0.3671497584541063,0.22485207100591717,0.9523809523809523,0.28169014084507044,0.4347826086956522,0.2777777777777778,1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857,1.0,0.2894736842105263,0.4489795918367347,0.2894736842105263,1.0,0.2894736842105263,0.4489795918367347,1.0,1.0,1.0,0.0,0.35714285714285715,0.2894736842105263,0.2894736842105263,0.2857142857142857,0.25,0.2,38,21,11,20,11
test_01837,no_redundancy,0.3,0.7,0.0,503,333,51.051051051051054,1.0,0.3727810650887574,0.5431034482758621,0.3727810650887574,1.0,0.39436619718309857,0.5656565656565656,0.39436619718309857,1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857,1.0,0.2894736842105263,0.4489795918367347,0.2894736842105263,1.0,0.2894736842105263,0.4489795918367347,0.8181818181818182,1.0,0.8181818181818182,0.18181818181818177,0.26785714285714285,0.2894736842105263,0.2894736842105263,0.2857142857142857,0.6666666666666666,0.5,63,28,11,15,11
test_01860,full_run82,0.3,0.7,1.0,324,324,0.0,1.0,0.6,0.7499999999999999,0.6,1.0,0.6122448979591837,0.759493670886076,0.6122448979591837,1.0,0.48,0.6486486486486487,0.48,1.0,0.46153846153846156,0.631578947368421,0.46153846153846156,1.0,0.46153846153846156,0.631578947368421,1.0,1.0,1.0,0.0,0.5,0.46153846153846156,0.46153846153846156,0.48,0.6,0.5,57,30,12,20,12
test_01860,no_topic,0.0,1.0,1.0,336,324,3.7037037037037033,1.0,0.6526315789473685,0.7898089171974523,0.6526315789473685,1.0,0.5918367346938775,0.7435897435897436,0.5918367346938775,1.0,0.56,0.717948717948718,0.56,1.0,0.5384615384615384,0.7000000000000001,0.5384615384615384,1.0,0.5384615384615384,0.7000000000000001,1.0,1.0,1.0,0.0,0.575,0.5384615384615384,0.5384615384615384,0.56,0.6,0.5,62,29,14,23,14
test_01860,no_pattern,1.0,0.0,1.0,288,324,11.11111111111111,0.9807692307692307,0.5368421052631579,0.6938775510204082,0.53125,1.0,0.5102040816326531,0.6756756756756758,0.5102040816326531,1.0,0.52,0.6842105263157895,0.52,0.9230769230769231,0.46153846153846156,0.6153846153846155,0.4444444444444444,0.9230769230769231,0.46153846153846156,0.6153846153846155,1.0,1.0,1.0,0.0,0.5,0.46153846153846156,0.4444444444444444,0.52,1.0,0.4,52,25,13,21,13
test_01860,no_redundancy,0.3,0.7,0.0,377,324,16.358024691358025,1.0,0.5684210526315789,0.7248322147651006,0.5684210526315789,1.0,0.7959183673469388,0.8863636363636364,0.7959183673469388,1.0,0.76,0.8636363636363636,0.76,0.9473684210526315,0.6923076923076923,0.7999999999999999,0.6666666666666666,0.9473684210526315,0.6923076923076923,0.7999999999999999,1.0,0.9473684210526315,0.9473684210526315,0.052631578947368474,0.7,0.6923076923076923,0.6666666666666666,0.76,1.0,0.8,54,39,19,29,19
test_01878,full_run82,0.3,0.7,1.0,287,287,0.0,1.0,0.2535211267605634,0.40449438202247184,0.2535211267605634,1.0,0.1702127659574468,0.2909090909090909,0.1702127659574468,1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222,0.8888888888888888,0.1509433962264151,0.25806451612903225,0.14814814814814814,0.8888888888888888,0.1509433962264151,0.25806451612903225,0.8888888888888888,1.0,0.8888888888888888,0.11111111111111116,0.2077922077922078,0.1509433962264151,0.14814814814814814,0.2222222222222222,0.17647058823529413,0.2,54,16,9,17,9
test_01878,no_topic,0.0,1.0,1.0,340,287,18.466898954703833,1.0,0.28169014084507044,0.43956043956043955,0.28169014084507044,1.0,0.30851063829787234,0.47154471544715443,0.30851063829787234,1.0,0.1388888888888889,0.24390243902439027,0.1388888888888889,1.0,0.1320754716981132,0.23333333333333334,0.1320754716981132,1.0,0.1320754716981132,0.23333333333333334,1.0,1.0,1.0,0.0,0.18181818181818182,0.1320754716981132,0.1320754716981132,0.1388888888888889,0.11764705882352941,0.3,60,29,7,14,7
test_01878,no_pattern,1.0,0.0,1.0,198,287,31.010452961672474,1.0,0.19718309859154928,0.32941176470588235,0.19718309859154928,1.0,0.23404255319148937,0.3793103448275862,0.23404255319148937,1.0,0.19444444444444445,0.32558139534883723,0.19444444444444445,0.9090909090909091,0.18867924528301888,0.3125,0.18518518518518517,0.9090909090909091,0.18867924528301888,0.3125,0.9090909090909091,1.0,0.9090909090909091,0.09090909090909094,0.19480519480519481,0.18867924528301888,0.18518518518518517,0.19444444444444445,0.23529411764705882,0.2,42,22,11,16,11
test_01878,no_redundancy,0.3,0.7,0.0,467,287,62.7177700348432,1.0,0.28169014084507044,0.43956043956043955,0.28169014084507044,1.0,0.32978723404255317,0.496,0.32978723404255317,1.0,0.25,0.4,0.25,1.0,0.22641509433962265,0.36923076923076925,0.22641509433962265,1.0,0.22641509433962265,0.36923076923076925,1.0,1.0,1.0,0.0,0.2727272727272727,0.22641509433962265,0.22641509433962265,0.25,0.17647058823529413,0.3,60,31,12,21,12
test_01891,full_run82,0.3,0.7,1.0,225,225,0.0,1.0,0.74,0.8505747126436781,0.74,1.0,0.6,0.7499999999999999,0.6,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,1.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.0,0.6875,0.6666666666666666,0.6666666666666666,0.5714285714285714,1.0,0.7,37,21,6,11,6
test_01891,no_topic,0.0,1.0,1.0,225,225,0.0,1.0,0.74,0.8505747126436781,0.74,1.0,0.6,0.7499999999999999,0.6,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,1.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.0,0.6875,0.6666666666666666,0.6666666666666666,0.5714285714285714,1.0,0.7,37,21,6,11,6
test_01891,no_pattern,1.0,0.0,1.0,193,225,14.222222222222221,1.0,0.58,0.7341772151898733,0.58,0.9565217391304348,0.6285714285714286,0.7586206896551724,0.6111111111111112,1.0,0.7142857142857143,0.8333333333333333,0.7142857142857143,1.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,0.0,0.6875,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.7,29,23,6,11,6
test_01891,no_redundancy,0.3,0.7,0.0,267,225,18.666666666666668,1.0,0.78,0.8764044943820225,0.78,1.0,0.9142857142857143,0.955223880597015,0.9142857142857143,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.625,0.8571428571428571,0.6666666666666666,0.75,0.6,0.8571428571428571,0.6666666666666666,0.75,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.1428571428571429,0.75,0.6666666666666666,0.6,0.7142857142857143,0.6666666666666666,0.7,39,32,7,14,7
test_01894,full_run82,0.3,0.7,1.0,364,364,0.0,1.0,0.07291666666666667,0.13592233009708737,0.07291666666666667,0.9696969696969697,0.13617021276595745,0.23880597014925375,0.13559322033898305,1.0,0.07894736842105263,0.14634146341463414,0.07894736842105263,1.0,0.046875,0.08955223880597014,0.046875,1.0,0.046875,0.08955223880597014,0.8,1.0,0.8,0.19999999999999996,0.056179775280898875,0.046875,0.046875,0.07894736842105263,0.042105263157894736,0.3,56,33,15,20,15
test_01894,no_topic,0.0,1.0,1.0,405,364,11.263736263736265,1.0,0.0859375,0.15827338129496402,0.0859375,0.9722222222222222,0.14893617021276595,0.25830258302583026,0.1483050847457627,1.0,0.03684210526315789,0.07106598984771574,0.03684210526315789,1.0,0.025,0.04878048780487806,0.025,1.0,0.025,0.04878048780487806,1.0,1.0,1.0,0.0,0.033707865168539325,0.025,0.025,0.03684210526315789,0.031578947368421054,0.3,66,36,8,12,8
test_01894,no_pattern,1.0,0.0,1.0,168,364,53.84615384615385,1.0,0.029947916666666668,0.058154235145385584,0.029947916666666668,1.0,0.04680851063829787,0.08943089430894309,0.04680851063829787,1.0,0.03684210526315789,0.07106598984771574,0.03684210526315789,1.0,0.025,0.04878048780487806,0.025,1.0,0.025,0.04878048780487806,1.0,1.0,1.0,0.0,0.03651685393258427,0.025,0.025,0.03684210526315789,0.021052631578947368,0.3,23,11,8,13,8
test_01894,no_redundancy,0.3,0.7,0.0,451,364,23.9010989010989,1.0,0.07161458333333333,0.1336573511543135,0.07161458333333333,1.0,0.16595744680851063,0.2846715328467153,0.16595744680851063,1.0,0.06315789473684211,0.11881188118811882,0.06315789473684211,1.0,0.04375,0.08383233532934131,0.04375,1.0,0.04375,0.08383233532934131,0.9285714285714286,1.0,0.8571428571428571,0.1428571428571429,0.0449438202247191,0.04375,0.04375,0.06315789473684211,0.06315789473684211,0.2,55,39,14,16,14
test_01907,full_run82,0.3,0.7,1.0,276,276,0.0,1.0,0.336,0.5029940119760479,0.336,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.25,0.4,0.25,1.0,0.2619047619047619,0.41509433962264153,0.2619047619047619,1.0,0.2619047619047619,0.41509433962264153,1.0,1.0,1.0,0.0,0.26666666666666666,0.2619047619047619,0.2619047619047619,0.25,0.5,0.4,42,18,11,16,11
test_01907,no_topic,0.0,1.0,1.0,331,276,19.92753623188406,1.0,0.368,0.5380116959064328,0.368,1.0,0.48148148148148145,0.65,0.48148148148148145,1.0,0.3888888888888889,0.56,0.3888888888888889,1.0,0.38095238095238093,0.5517241379310345,0.38095238095238093,1.0,0.38095238095238093,0.5517241379310345,0.9375,1.0,0.9375,0.0625,0.38333333333333336,0.38095238095238093,0.38095238095238093,0.3888888888888889,0.6,0.4,46,26,16,23,16
test_01907,no_pattern,1.0,0.0,1.0,131,276,52.53623188405797,1.0,0.192,0.32214765100671144,0.192,1.0,0.1111111111111111,0.19999999999999998,0.1111111111111111,0.8571428571428571,0.16666666666666666,0.27906976744186046,0.16216216216216217,0.8571428571428571,0.14285714285714285,0.24489795918367344,0.13953488372093023,0.8571428571428571,0.14285714285714285,0.24489795918367344,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.1428571428571429,0.16666666666666666,0.14285714285714285,0.13953488372093023,0.16666666666666666,0.3,0.2,24,6,7,12,7
test_01907,no_redundancy,0.3,0.7,0.0,379,276,37.31884057971014,1.0,0.392,0.5632183908045978,0.392,1.0,0.5185185185185185,0.6829268292682926,0.5185185185185185,1.0,0.3888888888888889,0.56,0.3888888888888889,0.9411764705882353,0.38095238095238093,0.5423728813559321,0.37209302325581395,0.9411764705882353,0.38095238095238093,0.5423728813559321,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.11764705882352944,0.38333333333333336,0.38095238095238093,0.37209302325581395,0.3888888888888889,0.6,0.4,49,28,17,24,17
test_01933,full_run82,0.3,0.7,1.0,323,323,0.0,1.0,0.825,0.9041095890410958,0.825,1.0,0.9166666666666666,0.9565217391304348,0.9166666666666666,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,1.0,0.75,0.8571428571428571,0.75,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.7272727272727273,0.8,0.8,33,22,9,15,9
test_01933,no_topic,0.0,1.0,1.0,327,323,1.238390092879257,1.0,0.8,0.888888888888889,0.8,1.0,0.9166666666666666,0.9565217391304348,0.9166666666666666,1.0,0.8181818181818182,0.9,0.8181818181818182,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,1.0,0.0,0.85,0.8333333333333334,0.8333333333333334,0.8181818181818182,0.8,0.8,32,22,10,17,10
test_01933,no_pattern,1.0,0.0,1.0,238,323,26.31578947368421,0.9722222222222222,0.875,0.9210526315789473,0.8536585365853658,0.9523809523809523,0.8333333333333334,0.888888888888889,0.8,1.0,0.5454545454545454,0.7058823529411764,0.5454545454545454,1.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.0,0.45,0.5,0.5,0.5454545454545454,1.0,0.5,36,21,6,9,6
test_01933,no_redundancy,0.3,0.7,0.0,350,323,8.359133126934983,0.9666666666666667,0.725,0.8285714285714285,0.7073170731707317,1.0,0.7916666666666666,0.8837209302325582,0.7916666666666666,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.875,0.5833333333333334,0.7000000000000001,0.5384615384615384,0.875,0.5833333333333334,0.7000000000000001,0.875,1.0,0.875,0.125,0.7,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.6,0.7,30,19,8,15,8
test_01939,full_run82,0.3,0.7,1.0,165,165,0.0,1.0,0.10247349823321555,0.1858974358974359,0.10247349823321555,1.0,0.11818181818181818,0.21138211382113822,0.11818181818181818,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,1.0,0.1375,0.2417582417582418,0.1375,1.0,0.1375,0.2417582417582418,1.0,1.0,1.0,0.0,0.14049586776859505,0.1375,0.1375,0.15384615384615385,0.7,0.2,29,13,11,17,11
test_01939,no_topic,0.0,1.0,1.0,174,165,5.454545454545454,1.0,0.0989399293286219,0.180064308681672,0.0989399293286219,1.0,0.09090909090909091,0.16666666666666669,0.09090909090909091,0.9090909090909091,0.15384615384615385,0.26315789473684215,0.15151515151515152,0.9285714285714286,0.1625,0.2765957446808511,0.16049382716049382,0.9285714285714286,0.1625,0.2765957446808511,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.0714285714285714,0.17355371900826447,0.1625,0.16049382716049382,0.15384615384615385,0.5,0.3,28,10,14,22,14
test_01939,no_pattern,1.0,0.0,1.0,148,165,10.303030303030303,1.0,0.08833922261484099,0.16233766233766234,0.08833922261484099,1.0,0.10909090909090909,0.19672131147540983,0.10909090909090909,0.9230769230769231,0.18461538461538463,0.3076923076923077,0.18181818181818182,0.9285714285714286,0.1625,0.2765957446808511,0.16049382716049382,0.9285714285714286,0.1625,0.2765957446808511,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.0714285714285714,0.1652892561983471,0.1625,0.16049382716049382,0.18461538461538463,0.6,0.2,25,12,14,21,14
test_01939,no_redundancy,0.3,0.7,0.0,446,165,170.3030303030303,0.9655172413793104,0.1978798586572438,0.3284457478005865,0.19649122807017544,1.0,0.3181818181818182,0.4827586206896552,0.3181818181818182,0.8823529411764706,0.23076923076923078,0.36585365853658536,0.22388059701492538,0.8095238095238095,0.2125,0.33663366336633666,0.20238095238095238,0.8571428571428571,0.225,0.3564356435643564,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.23809523809523814,0.2231404958677686,0.2125,0.20238095238095238,0.23076923076923078,0.6,0.4,58,35,21,31,21
test_01941,full_run82,0.3,0.7,1.0,453,453,0.0,0.9859154929577465,0.4375,0.6060606060606061,0.43478260869565216,1.0,0.41935483870967744,0.5909090909090909,0.41935483870967744,1.0,0.3,0.4615384615384615,0.3,1.0,0.2777777777777778,0.4347826086956522,0.2777777777777778,1.0,0.2777777777777778,0.4347826086956522,1.0,1.0,1.0,0.0,0.35294117647058826,0.2777777777777778,0.2777777777777778,0.3,0.3333333333333333,0.2,71,26,10,18,10
test_01941,no_topic,0.0,1.0,1.0,480,453,5.960264900662252,0.9868421052631579,0.46875,0.635593220338983,0.4658385093167702,1.0,0.46774193548387094,0.6373626373626373,0.46774193548387094,1.0,0.36666666666666664,0.5365853658536585,0.36666666666666664,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.9166666666666666,1.0,0.9166666666666666,0.08333333333333337,0.4117647058823529,0.3333333333333333,0.3333333333333333,0.36666666666666664,0.4444444444444444,0.3,76,29,12,21,12
test_01941,no_pattern,1.0,0.0,1.0,332,453,26.71081677704194,1.0,0.3375,0.5046728971962617,0.3375,1.0,0.25806451612903225,0.41025641025641024,0.25806451612903225,1.0,0.36666666666666664,0.5365853658536585,0.36666666666666664,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.36666666666666664,0.5555555555555556,0.3,54,16,12,18,12
test_01941,no_redundancy,0.3,0.7,0.0,454,453,0.22075055187637968,1.0,0.40625,0.5777777777777777,0.40625,1.0,0.45161290322580644,0.6222222222222222,0.45161290322580644,1.0,0.43333333333333335,0.6046511627906976,0.43333333333333335,1.0,0.4722222222222222,0.6415094339622641,0.4722222222222222,1.0,0.4722222222222222,0.6415094339622641,1.0,1.0,1.0,0.0,0.45098039215686275,0.4722222222222222,0.4722222222222222,0.43333333333333335,0.8888888888888888,0.5,65,28,17,23,17
test_01944,full_run82,0.3,0.7,1.0,275,275,0.0,1.0,0.2867132867132867,0.4456521739130435,0.2867132867132867,1.0,0.14893617021276595,0.25925925925925924,0.14893617021276595,1.0,0.18518518518518517,0.3125,0.18518518518518517,1.0,0.15625,0.2702702702702703,0.15625,1.0,0.15625,0.2702702702702703,0.8,1.0,0.8,0.19999999999999996,0.21428571428571427,0.15625,0.15625,0.18518518518518517,0.3,0.2,41,7,5,9,5
test_01944,no_topic,0.0,1.0,1.0,402,275,46.18181818181818,1.0,0.4125874125874126,0.5841584158415842,0.4125874125874126,1.0,0.2765957446808511,0.43333333333333335,0.2765957446808511,1.0,0.2962962962962963,0.45714285714285713,0.2962962962962963,0.875,0.21875,0.35,0.21212121212121213,0.875,0.21875,0.35,1.0,0.875,0.875,0.125,0.30952380952380953,0.21875,0.21212121212121213,0.2962962962962963,0.3,0.5,59,13,8,14,8
test_01944,no_pattern,1.0,0.0,1.0,220,275,20.0,1.0,0.23076923076923078,0.375,0.23076923076923078,1.0,0.2765957446808511,0.43333333333333335,0.2765957446808511,1.0,0.1111111111111111,0.19999999999999998,0.1111111111111111,1.0,0.09375,0.17142857142857143,0.09375,1.0,0.09375,0.17142857142857143,1.0,1.0,1.0,0.0,0.11904761904761904,0.09375,0.09375,0.1111111111111111,0.3,0.2,33,13,3,5,3
test_01944,no_redundancy,0.3,0.7,0.0,540,275,96.36363636363636,0.984375,0.4405594405594406,0.6086956521739131,0.4375,0.9130434782608695,0.44680851063829785,0.6,0.42857142857142855,1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444,1.0,0.375,0.5454545454545454,0.375,1.0,0.375,0.5454545454545454,1.0,1.0,1.0,0.0,0.40476190476190477,0.375,0.375,0.4444444444444444,0.7,0.5,64,23,12,17,12
test_01960,full_run82,0.3,0.7,1.0,289,289,0.0,1.0,0.18867924528301888,0.3174603174603175,0.18867924528301888,1.0,0.1411764705882353,0.24742268041237114,0.1411764705882353,1.0,0.2727272727272727,0.42857142857142855,0.2727272727272727,1.0,0.2318840579710145,0.37647058823529417,0.2318840579710145,1.0,0.2318840579710145,0.37647058823529417,1.0,1.0,1.0,0.0,0.26804123711340205,0.2318840579710145,0.2318840579710145,0.2727272727272727,0.18518518518518517,0.4,60,12,16,26,16
test_01960,no_topic,0.0,1.0,1.0,256,289,11.418685121107266,1.0,0.16037735849056603,0.2764227642276422,0.16037735849056603,1.0,0.17647058823529413,0.3,0.17647058823529413,1.0,0.2545454545454545,0.4057971014492754,0.2545454545454545,1.0,0.2318840579710145,0.37647058823529417,0.2318840579710145,1.0,0.2318840579710145,0.37647058823529417,1.0,1.0,1.0,0.0,0.25773195876288657,0.2318840579710145,0.2318840579710145,0.2545454545454545,0.14814814814814814,0.4,51,15,16,25,16
test_01960,no_pattern,1.0,0.0,1.0,219,289,24.22145328719723,1.0,0.1320754716981132,0.23333333333333334,0.1320754716981132,1.0,0.17647058823529413,0.3,0.17647058823529413,1.0,0.18181818181818182,0.3076923076923077,0.18181818181818182,1.0,0.14492753623188406,0.25316455696202533,0.14492753623188406,1.0,0.14492753623188406,0.25316455696202533,1.0,1.0,1.0,0.0,0.17525773195876287,0.14492753623188406,0.14492753623188406,0.18181818181818182,0.14814814814814814,0.2,42,15,10,17,10
test_01960,no_redundancy,0.3,0.7,0.0,400,289,38.4083044982699,1.0,0.21069182389937108,0.34805194805194806,0.21069182389937108,1.0,0.27058823529411763,0.42592592592592593,0.27058823529411763,1.0,0.16363636363636364,0.28125,0.16363636363636364,1.0,0.15942028985507245,0.27499999999999997,0.15942028985507245,1.0,0.15942028985507245,0.27499999999999997,1.0,1.0,1.0,0.0,0.14432989690721648,0.15942028985507245,0.15942028985507245,0.16363636363636364,0.2962962962962963,0.3,67,23,11,14,11
test_01964,full_run82,0.3,0.7,1.0,347,347,0.0,1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857,1.0,0.35,0.5185185185185185,0.35,1.0,0.325,0.4905660377358491,0.325,1.0,0.3125,0.47619047619047616,0.3125,1.0,0.3125,0.47619047619047616,1.0,1.0,1.0,0.0,0.3125,0.3125,0.3125,0.325,0.5,0.6,72,14,15,20,15
test_01964,no_topic,0.0,1.0,1.0,366,347,5.475504322766571,1.0,0.3055555555555556,0.46808510638297873,0.3055555555555556,1.0,0.325,0.4905660377358491,0.325,1.0,0.3,0.4615384615384615,0.3,1.0,0.3125,0.47619047619047616,0.3125,1.0,0.3125,0.47619047619047616,1.0,1.0,1.0,0.0,0.3125,0.3125,0.3125,0.3,0.5,0.5,77,13,15,20,15
test_01964,no_pattern,1.0,0.0,1.0,209,347,39.76945244956772,1.0,0.1746031746031746,0.29729729729729726,0.1746031746031746,1.0,0.275,0.4313725490196079,0.275,0.8333333333333334,0.25,0.3846153846153846,0.23809523809523808,0.8461538461538461,0.22916666666666666,0.360655737704918,0.22,0.8461538461538461,0.22916666666666666,0.360655737704918,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.265625,0.22916666666666666,0.22,0.25,0.5,0.3,44,11,13,20,13
test_01964,no_redundancy,0.3,0.7,0.0,497,347,43.22766570605187,1.0,0.30158730158730157,0.46341463414634143,0.30158730158730157,1.0,0.575,0.7301587301587301,0.575,1.0,0.325,0.4905660377358491,0.325,0.9473684210526315,0.375,0.537313432835821,0.3673469387755102,0.9473684210526315,0.375,0.537313432835821,1.0,0.8947368421052632,0.8947368421052632,0.10526315789473684,0.390625,0.375,0.3673469387755102,0.325,0.5,0.6,76,23,19,26,19
test_01965,full_run82,0.3,0.7,1.0,363,363,0.0,1.0,0.35121951219512193,0.5198555956678701,0.35121951219512193,1.0,0.37209302325581395,0.5423728813559322,0.37209302325581395,1.0,0.47619047619047616,0.6451612903225806,0.47619047619047616,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.3829787234042553,0.3333333333333333,0.3333333333333333,0.47619047619047616,0.5,0.2,72,16,10,18,10
test_01965,no_topic,0.0,1.0,1.0,369,363,1.6528925619834711,1.0,0.32195121951219513,0.4870848708487085,0.32195121951219513,0.9333333333333333,0.32558139534883723,0.4827586206896553,0.3181818181818182,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.23333333333333334,0.37837837837837834,0.23333333333333334,1.0,0.23333333333333334,0.37837837837837834,1.0,1.0,1.0,0.0,0.2978723404255319,0.23333333333333334,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.1,66,15,7,14,7
test_01965,no_pattern,1.0,0.0,1.0,263,363,27.548209366391184,1.0,0.23414634146341465,0.37944664031620556,0.23414634146341465,1.0,0.13953488372093023,0.24489795918367346,0.13953488372093023,1.0,0.23809523809523808,0.3846153846153846,0.23809523809523808,1.0,0.2,0.33333333333333337,0.2,1.0,0.2,0.33333333333333337,1.0,1.0,1.0,0.0,0.2553191489361702,0.2,0.2,0.23809523809523808,0.3333333333333333,0.3,48,6,6,12,6
test_01965,no_redundancy,0.3,0.7,0.0,421,363,15.977961432506888,1.0,0.37073170731707317,0.5409252669039146,0.37073170731707317,0.9411764705882353,0.37209302325581395,0.5333333333333333,0.36363636363636365,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.3404255319148936,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,76,17,10,16,10
test_01979,full_run82,0.3,0.7,1.0,349,349,0.0,1.0,0.48031496062992124,0.648936170212766,0.48031496062992124,1.0,0.5636363636363636,0.7209302325581396,0.5636363636363636,1.0,0.4230769230769231,0.5945945945945945,0.4230769230769231,1.0,0.35294117647058826,0.5217391304347826,0.35294117647058826,1.0,0.35294117647058826,0.5217391304347826,1.0,1.0,1.0,0.0,0.40425531914893614,0.35294117647058826,0.35294117647058826,0.4230769230769231,0.35714285714285715,0.5,61,31,12,19,12
