cluster_id,compression_gain
test_01740,0.778384705423332
test_01768,0.8446443172526574
test_01774,0.9204545454545454
test_01778,0.5413907284768211
test_01781,0.6861313868613139
test_01786,0.7737089201877934
test_01813,0.8715486194477791
test_01820,0.7876039304610734
test_01832,0.6774774774774774
test_01855,0.8994343180389692
test_01873,0.6116600790513834
test_01878,0.8447809626825311
test_01889,0.7081545064377682
test_01892,0.6746361746361746
test_01900,0.6295264623955432
test_01913,0.7694552529182879
test_01915,0.6343167701863355
test_01929,0.8089983022071308
test_01930,0.7510460251046025
test_01932,0.2991689750692521
test_01947,0.8148984198645598
test_01974,0.6989130434782609
test_01976,0.6749777382012467
test_01978,0.8213034337771549
test_01985,0.8454746136865342
test_02005,0.6390243902439025
test_02019,0.9079693231077026
test_02023,0.463302752293578
test_02026,0.4714038128249567
test_02027,0.958721028590763
test_02037,0.9109756097560976
test_02046,0.4061433447098976
test_02061,0.936030428769018
test_02062,0.8730004847309742
test_02075,0.9163041226434638
test_02077,0.727367870225013
test_02081,0.927265170407315
test_02093,0.9100152516522624
test_02098,0.4313432835820895
test_02100,0.0
test_02105,0.8342513770655984
test_02129,0.5043103448275862
test_02139,0.8069182389937106
test_02154,0.0
test_02178,0.7157303370786516
test_02195,0.9377245508982036
test_02196,0.6163873370577282
test_02211,0.9182754182754184
test_02213,0.8115438108484005
test_02217,0.0
test_02238,0.6217038539553752
test_02246,0.891281512605042
test_02248,0.7934249263984299
test_02255,0.925646551724138
test_02282,0.9267734553775744
test_02288,0.9454116258483328
test_02299,0.7666174298375185
test_02320,0.7558139534883721
test_02330,0.7637231503579952
test_02331,0.2376237623762376
test_02335,0.8948678071539657
test_02339,0.5243128964059196
test_02344,0.6130653266331658
test_02369,0.8639175257731959
test_02387,0.8326848249027238
test_02405,0.8180076628352491
test_02414,0.8116197183098591
test_02434,0.8806451612903226
test_02436,0.6424581005586592
test_02467,0.4201550387596899
test_02492,0.7902813299232736
test_02494,0.9328739152628892
test_02507,0.92273590880304
test_02510,0.8013698630136986
test_02513,0.8966233766233767
test_02542,0.8257839721254355
test_02563,0.4888888888888889
test_02570,0.5222841225626741
test_02572,0.80083857442348
test_02579,0.0
test_02583,0.1802721088435374
test_02587,0.9083842309827872
test_02599,0.6436314363143631
test_02615,0.0828025477707006
test_02628,0.8650306748466258
test_02656,0.8801242236024844
test_02668,0.7945375543140907
test_02686,0.5889639639639639
test_02688,0.5068702290076336
test_02690,0.9231936854887676
test_02702,0.8205761316872429
test_02703,0.8168604651162791
test_02721,0.9131064446053584
test_02729,0.895610278372591
test_02735,0.8717083051991897
test_02736,0.967685419505548
